plant name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Cannabis sativa,Cannabisativine,CCCCC[C@H]([C@H]([C@@H]1C=CC[C@@H]2N1CCCNCCCCNC(=O)C2)O)O,C21H39N3O3,381.55,27,0,0.86,6,5,4,121.13,84.83,2.83,1.82,0.43,1.08,1.72,1.57,-2.96,4.22E-01,1.11E-03,Soluble,-3.22,2.29E-01,6.01E-04,Soluble,-3.06,3.31E-01,8.67E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.34,0,0,0,0,0,0.55,0,1,1,5.82
Cannabis sativa,Cannabichromene,CCCCCc1cc2O[C@@](C)(CCC=C(C)C)C=Cc2c(c1)O,C21H30O2,314.46,23,6,0.52,7,2,1,100.34,29.46,4.33,6.86,5.93,4.31,5.93,5.47,-5.84,4.52E-04,1.44E-06,Moderately soluble,-7.29,1.62E-05,5.15E-08,Poorly soluble,-5.96,3.42E-04,1.09E-06,Moderately soluble,High,No,No,No,No,Yes,Yes,Yes,-3.35,1,1,0,1,1,0.55,0,1,1,4.26
Cannabis sativa,Cannabidiol,CCCCCc1cc(O)c(c(c1)O)[C@H]1C=C(C)CC[C@H]1C(=C)C,C21H30O2,314.46,23,6,0.52,6,2,2,99.85,40.46,3.83,6.52,5.85,4.31,5.42,5.19,-5.69,6.36E-04,2.02E-06,Moderately soluble,-7.17,2.14E-05,6.81E-08,Poorly soluble,-5.41,1.21E-03,3.86E-06,Moderately soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-3.59,1,1,0,0,1,0.55,0,1,1,4.05
Cannabis sativa,Cannabidiolic acid,CCCCCc1cc(O)c(c(c1C(=O)O)O)[C@H]1C=C(C)CC[C@H]1C(=C)C,C22H30O4,358.47,26,6,0.5,7,4,3,106.81,77.76,3.11,6.6,5.54,3.79,4.9,4.79,-5.93,4.22E-04,1.18E-06,Moderately soluble,-8.03,3.32E-06,9.27E-09,Poorly soluble,-4.76,6.23E-03,1.74E-05,Moderately soluble,High,No,No,No,No,Yes,No,Yes,-3.8,0,0,0,0,1,0.56,0,1,2,4.25
Cannabis sativa,delta9-tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@@H]2C=C(C)CC1)(C)C,C21H30O2,314.46,23,6,0.62,4,2,1,97.91,29.46,4.1,6.97,5.74,4.39,5.41,5.32,-6.11,2.44E-04,7.77E-07,Poorly soluble,-7.4,1.24E-05,3.96E-08,Poorly soluble,-5.93,3.69E-04,1.17E-06,Moderately soluble,High,Yes,No,No,Yes,Yes,Yes,No,-3.27,1,1,0,0,1,0.55,0,1,1,4.27
Cannabis sativa,Dihydroresveratrol,Oc1ccc(cc1)CCc1cc(O)cc(c1)O,C14H14O3,230.26,17,12,0.14,3,3,3,66.77,60.69,1.71,3.07,2.59,2.34,2.75,2.49,-3.53,6.86E-02,2.98E-04,Soluble,-4.01,2.24E-02,9.74E-05,Moderately soluble,-4.01,2.27E-02,9.86E-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-5.52,0,0,0,0,0,0.55,0,0,1,1.59
Cannabis sativa,Apigenin,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,C15H10O5,270.24,20,16,0,1,5,3,73.99,90.9,1.89,3.02,2.58,0.52,2.52,2.11,-3.94,3.07E-02,1.14E-04,Soluble,-4.59,6.88E-03,2.55E-05,Moderately soluble,-4.4,1.07E-02,3.94E-05,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-5.8,0,0,0,0,0,0.55,0,0,0,2.96
Cannabis sativa,Cannflavin A,COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(c(c2O)C/C=C(/CCC=C(C)C)\C)O,C26H28O6,436.5,32,16,0.27,7,6,3,127.76,100.13,4.8,6.88,5.82,2.3,5.97,5.15,-6.79,7.10E-05,1.63E-07,Poorly soluble,-8.79,7.03E-07,1.61E-09,Poorly soluble,-6.98,4.61E-05,1.06E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-4.08,0,1,0,0,1,0.55,0,1,2,4.06
Cannabis sativa,Cannflavin B,COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(c(c2O)CC=C(C)C)O,C21H20O6,368.38,27,16,0.19,4,6,3,104.2,100.13,3.63,5.03,4.09,1.31,4.28,3.67,-5.47,1.26E-03,3.41E-06,Moderately soluble,-6.87,4.93E-05,1.34E-07,Poorly soluble,-5.75,6.58E-04,1.79E-06,Moderately soluble,High,No,No,No,No,Yes,No,No,-4.98,0,0,0,0,1,0.55,0,1,2,3.56
Cannabis sativa,6-Prenylapigenin,CC(=CCc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O)C,C20H18O5,338.35,25,16,0.15,3,5,3,97.71,90.9,3.05,4.95,4.09,1.64,4.21,3.59,-5.33,1.58E-03,4.66E-06,Moderately soluble,-6.6,8.56E-05,2.53E-07,Poorly soluble,-5.64,7.73E-04,2.29E-06,Moderately soluble,High,No,No,No,No,Yes,No,No,-4.85,0,0,0,0,0,0.55,0,1,1,3.45
Cannabis sativa,Myricetin 3'-glucoside,OC[C@H]1O[C@@H](Oc2cc(cc(c2O)O)c2oc3cc(O)cc(c3c(=O)c2O)O)[C@@H]([C@@H]([C@@H]1O)O)O,C21H20O13,480.38,34,16,0.29,4,13,9,112.18,230.74,1.16,0.01,-0.83,-3.07,-1.06,-0.76,-2.91,5.93E-01,1.23E-03,Soluble,-4.41,1.88E-02,3.92E-05,Moderately soluble,-0.92,5.79E+01,1.21E-01,Soluble,Low,No,No,No,No,No,No,No,-9.22,2,2,1,1,3,0.17,1,1,1,5.31
Cannabis sativa,Cytisoside,OC[C@H]1O[C@H]([C@H]([C@H]([C@@H]1O)O)O)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)OC)O,C22H22O10,446.4,32,16,0.32,4,10,6,111.08,170.05,1.54,0.53,0.07,-1.8,0.87,0.24,-3.05,4.00E-01,8.96E-04,Soluble,-3.67,9.50E-02,2.13E-04,Soluble,-3.07,3.83E-01,8.59E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.65,1,0,1,1,2,0.55,0,0,1,5.19
Cannabis sativa,Flavocannabiside,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)c1c(O)cc(c2c1oc(cc2=O)c1ccc(c(c1)O)O)O,C27H30O16,610.52,43,16,0.44,6,16,11,141.01,280.43,1.14,-1.74,-2.7,-4.56,-2.25,-2.02,-2.41,2.38E+00,3.91E-03,Soluble,-3.63,1.42E-01,2.32E-04,Soluble,0.01,6.25E+02,1.02E+00,Soluble,Low,No,Yes,No,No,No,No,No,-11.26,3,4,1,1,4,0.17,1,1,1,6.51
Cannabis sativa,Orientin 7-glucoside,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O[C@@H]2O[C@@H](CO)[C@H]([C@@H]([C@@H]2O)O)O)cc(c2c1oc(cc2=O)c1ccc(c(c1)O)O)O,C27H30O16,610.52,43,16,0.44,6,16,11,140.75,280.43,1.48,-1.95,-3.05,-4.56,-2.25,-2.07,-2.28,3.23E+00,5.30E-03,Soluble,-3.42,2.34E-01,3.83E-04,Soluble,0.01,6.25E+02,1.02E+00,Soluble,Low,No,No,No,No,No,No,No,-11.41,3,4,1,1,4,0.17,1,1,1,6.51
Cannabis sativa,Flavosativaside,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O,C27H30O15,594.52,42,16,0.44,6,15,10,138.99,260.2,0.1,-1.39,-2.41,-4.1,-1.79,-1.92,-2.54,1.73E+00,2.91E-03,Soluble,-3.57,1.59E-01,2.67E-04,Soluble,-0.59,1.54E+02,2.59E-01,Soluble,Low,No,Yes,No,No,No,No,No,-10.91,3,4,1,1,3,0.17,0,0,1,6.47
Cannabis sativa,Naringenin chalcone,Oc1ccc(cc1)/C=C/C(=O)c1c(O)cc(cc1O)O,C15H12O5,272.25,20,12,0,3,5,4,74.34,97.99,1.34,2.82,2.3,1.02,2,1.9,-3.55,7.66E-02,2.81E-04,Soluble,-4.54,7.94E-03,2.92E-05,Moderately soluble,-2.65,6.05E-01,2.22E-03,Soluble,High,No,No,Yes,No,Yes,No,Yes,-5.96,0,0,0,0,0,0.55,0,1,0,2.56
Cannabis sativa,Linalyl oxide,C=C[C@@]1(C)CC[C@@H](O1)C(O)(C)C,C10H18O2,170.25,12,0,0.8,2,2,1,49.92,29.46,2.45,2.43,1.88,1.38,2.1,2.05,-2.29,8.64E-01,5.08E-03,Soluble,-2.69,3.46E-01,2.03E-03,Soluble,-1.56,4.66E+00,2.74E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.61,0,0,0,0,1,0.55,0,1,1,3.2
Cannabis sativa,"1,4-Cineole",CC([C@]12CC[C@@](O2)(CC1)C)C,C10H18O,154.25,11,0,1,1,1,0,47.12,9.23,2.68,2.97,2.74,2.45,3.03,2.77,-2.6,3.86E-01,2.50E-03,Soluble,-2.83,2.30E-01,1.49E-03,Soluble,-2.45,5.45E-01,3.53E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.13,0,1,0,0,2,0.55,0,0,1,3.29
Cannabis sativa,3-Methyl-1-(1-methylethenyl)-3-cyclohexen-1-ol,CC1=CCC[C@@](C1)(O)C(=C)C,C10H16O,152.23,11,0,0.6,1,1,1,48.32,20.23,2.43,2.09,2.42,2.2,2.44,2.32,-2.03,1.41E+00,9.24E-03,Soluble,-2.14,1.09E+00,7.16E-03,Soluble,-1.92,1.85E+00,1.22E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.74,0,1,0,0,2,0.55,0,1,1,3.36
Cannabis sativa,"3,3'-Dihydroxy-4,5'-dimethoxy-2-isopentenylbibenzyl",COc1cc(CCc2ccc(c(c2CC=C(C)C)O)OC)cc(c1)O,C21H26O4,342.43,25,12,0.33,7,4,2,101.45,58.92,3.45,5.3,4.41,3.34,5.08,4.32,-5.2,2.18E-03,6.38E-06,Moderately soluble,-6.29,1.76E-04,5.15E-07,Poorly soluble,-6.06,2.96E-04,8.63E-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-4.63,0,0,0,0,1,0.55,0,1,1,3.16
Cannabis sativa,"3,4'-Dihydroxy-5-methoxybibenzyl",COc1cc(CCc2ccc(cc2)O)cc(c1)O,C15H16O3,244.29,18,12,0.2,4,3,2,71.24,49.69,2.32,3.4,2.89,2.59,3.27,2.89,-3.73,4.59E-02,1.88E-04,Soluble,-4.12,1.84E-02,7.54E-05,Moderately soluble,-4.71,4.79E-03,1.96E-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-5.38,0,0,0,0,0,0.55,0,0,1,1.85
Cannabis sativa,Cannithrene 1,COc1cc(O)c2c(c1)CCc1c2cc(O)cc1,C15H14O3,242.27,18,12,0.2,1,3,2,70.23,49.69,2.12,3.1,2.87,2.2,3.21,2.7,-3.72,4.59E-02,1.89E-04,Soluble,-3.81,3.74E-02,1.54E-04,Soluble,-4.45,8.60E-03,3.55E-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.58,0,0,0,0,0,0.55,0,0,1,2.73
Cannabis sativa,"4,5-Dihydroxy-3,7-dimethoxy-9,10-dihydrophenanthrene",COc1cc(O)c2c(c1)CCc1c2c(O)c(cc1)OC,C16H16O4,272.3,20,12,0.25,2,4,2,76.73,58.92,2.8,3.07,2.88,1.87,3.23,2.77,-3.77,4.58E-02,1.68E-04,Soluble,-3.97,2.89E-02,1.06E-04,Soluble,-4.57,7.31E-03,2.69E-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.78,0,0,0,0,0,0.55,0,0,0,2.95
Cannabis sativa,alpha-Cannabispiranol,COc1cc(O)c2c(c1)CC[C@@]12CC[C@@H](CC1)O,C15H20O3,248.32,18,6,0.6,1,3,2,70.55,49.69,2.54,2.76,2.52,2.19,2.87,2.58,-3.3,1.25E-01,5.02E-04,Soluble,-3.46,8.64E-02,3.48E-04,Soluble,-3.36,1.09E-01,4.40E-04,Soluble,High,Yes,Yes,No,No,No,Yes,No,-5.86,0,0,0,0,0,0.55,0,0,1,3.56
Cannabis sativa,beta-Cannabispiranol,COc1cc(O)c2c(c1)CC[C@@]12CC[C@H](CC1)O,C15H20O3,248.32,18,6,0.6,1,3,2,70.55,49.69,2.41,2.76,2.52,2.19,2.87,2.55,-3.3,1.25E-01,5.02E-04,Soluble,-3.46,8.64E-02,3.48E-04,Soluble,-3.36,1.09E-01,4.40E-04,Soluble,High,Yes,Yes,No,No,No,Yes,No,-5.86,0,0,0,0,0,0.55,0,0,1,3.56
Cannabis sativa,Cannabispiradienone,COc1cc(O)c2c(c1)CC[C@@]12C=CC(=O)C=C1,C15H14O3,242.27,18,6,0.27,1,3,1,68.64,46.53,2.46,2.75,2.28,1.93,2.65,2.41,-3.26,1.35E-01,5.56E-04,Soluble,-3.38,1.01E-01,4.15E-04,Soluble,-3.12,1.85E-01,7.66E-04,Soluble,High,Yes,No,Yes,No,Yes,No,No,-5.83,0,0,0,0,0,0.55,0,0,1,3.72
Cannabis sativa,Cannabispirenone B,COc1cc(O)cc2c1[C@]1(CCC(=O)C=C1)CC2,C15H16O3,244.29,18,6,0.4,1,3,1,69.11,46.53,2.17,2.55,2.5,2.02,3.05,2.46,-3.14,1.76E-01,7.22E-04,Soluble,-3.17,1.63E-01,6.69E-04,Soluble,-3.58,6.37E-02,2.61E-04,Soluble,High,Yes,No,Yes,No,Yes,Yes,No,-5.98,0,0,0,0,0,0.55,0,0,1,3.66
Cannabis sativa,Cannabispirone,COc1cc(O)c2c(c1)CCC12CCC(=O)CC1,C15H18O3,246.3,18,6,0.53,1,3,1,69.59,46.53,2.2,2.34,2.73,2.1,3.46,2.56,-3.02,2.34E-01,9.51E-04,Soluble,-2.96,2.72E-01,1.11E-03,Soluble,-4.05,2.19E-02,8.89E-05,Moderately soluble,High,Yes,Yes,Yes,No,Yes,Yes,No,-6.14,0,0,0,0,0,0.55,0,0,1,2.78
Cannabis sativa,Isocannabispiran,COc1cc(O)cc2c1C1(CCC(=O)CC1)CC2,C15H18O3,246.3,18,6,0.53,1,3,1,69.59,46.53,2.17,2.34,2.73,2.1,3.46,2.56,-3.02,2.34E-01,9.51E-04,Soluble,-2.96,2.72E-01,1.11E-03,Soluble,-4.05,2.19E-02,8.89E-05,Moderately soluble,High,Yes,Yes,Yes,No,Yes,Yes,No,-6.14,0,0,0,0,0,0.55,0,0,1,2.77
Cannabis sativa,"Stigmasta-4,22-dien-3-one",CC[C@@H](C(C)C)/C=C/[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)C,C29H46O,410.67,30,0,0.83,5,1,0,131.79,17.07,4.86,8.52,8.01,6.53,7.45,7.07,-7.42,1.55E-05,3.77E-08,Poorly soluble,-8.75,7.29E-07,1.77E-09,Poorly soluble,-6.17,2.80E-04,6.82E-07,Poorly soluble,Low,No,No,No,No,Yes,No,No,-2.76,1,3,0,1,2,0.55,0,1,2,6.03
Cannabis sativa,Cannabigerolic acid,CCCCCc1cc(O)c(c(c1C(=O)O)O)C/C=C(/CCC=C(C)C)\C,C22H32O4,360.49,26,6,0.5,10,4,3,108.92,77.76,3.75,7.49,5.76,4.19,5.75,5.39,-6.3,1.79E-04,4.96E-07,Poorly soluble,-8.96,3.98E-07,1.11E-09,Poorly soluble,-5.14,2.63E-03,7.29E-06,Moderately soluble,High,No,No,Yes,No,Yes,No,No,-3.18,1,1,0,0,1,0.56,0,1,3,3.46
Cannabis sativa,(-)-7-Hydroxycannabichromane,CCCCCc1cc2O[C@](C)(CCC=C(C)C)[C@@H](Cc2c(c1)O)O,C21H32O3,332.48,24,6,0.62,7,3,2,101.18,49.69,4.03,5.95,4.93,3.51,5.45,4.77,-5.37,1.41E-03,4.24E-06,Moderately soluble,-6.77,5.66E-05,1.70E-07,Poorly soluble,-5.62,8.07E-04,2.43E-06,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-4.1,0,0,0,0,1,0.55,0,1,1,4.27
Cannabis sativa,(-)-7R-Cannabicoumarononic acid A,CCCCCc1cc2OC(C)(C)[C@@H](c3c2c(c1C(=O)O)oc3)CCC(=O)C,C22H28O5,372.45,27,9,0.55,8,5,1,105.79,76.74,3.09,4.7,5.49,2.88,5.71,4.38,-4.83,5.52E-03,1.48E-05,Moderately soluble,-6.04,3.40E-04,9.12E-07,Poorly soluble,-6.58,9.77E-05,2.62E-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-5.23,0,0,0,0,0,0.56,0,0,3,4.41
Cannabis sativa,8-Hydroxycannabinol,CCCCCc1cc(O)c2c(c1)OC(c1c2cc(C)c(c1)O)(C)C,C21H26O3,326.43,24,12,0.43,4,3,2,99.12,49.69,3.71,5.76,5.33,3.61,5.67,4.82,-5.6,8.22E-04,2.52E-06,Moderately soluble,-6.57,8.75E-05,2.68E-07,Poorly soluble,-6.91,4.03E-05,1.23E-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,No,-4.2,0,0,0,0,1,0.55,0,0,1,3.46
Cannabis sativa,delta9-tetrahydrocannabinolic acid,CCCCCc1cc2OC(C)(C)[C@H]3[C@H](c2c(c1C(=O)O)O)C=C(CC3)C,C22H30O4,358.47,26,6,0.59,5,4,2,104.87,66.76,3.45,7.05,5.43,3.88,4.88,4.94,-6.34,1.62E-04,4.52E-07,Poorly soluble,-8.27,1.93E-06,5.38E-09,Poorly soluble,-5.28,1.89E-03,5.28E-06,Moderately soluble,High,No,No,No,No,Yes,No,Yes,-3.48,0,0,0,0,1,0.85,0,1,2,4.43
Cannabis sativa,Divarinic acid,CCCc1cc(O)cc(c1C(=O)O)O,C10H12O4,196.2,14,6,0.3,3,4,3,52.03,77.76,1.09,2.63,1.75,1.36,1.43,1.65,-2.83,2.89E-01,1.47E-03,Soluble,-3.91,2.40E-02,1.22E-04,Soluble,-1.82,2.96E+00,1.51E-02,Soluble,High,No,No,No,No,No,No,No,-5.63,0,0,0,0,1,0.56,0,0,1,1.75
Cannabis sativa,Tetrahydrocannabivarin,CCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2C=C(C)CC1)(C)C,C19H26O2,286.41,21,6,0.58,2,2,1,88.3,29.46,3.99,5.89,4.96,3.94,4.62,4.68,-5.41,1.12E-03,3.93E-06,Moderately soluble,-6.28,1.50E-04,5.23E-07,Poorly soluble,-5.13,2.10E-03,7.35E-06,Moderately soluble,High,Yes,No,No,Yes,Yes,Yes,No,-3.87,0,0,0,0,1,0.55,0,1,1,4.05
Cannabis sativa,Tetrahydrocannabivarinic acid,CCCc1cc2OC(C)(C)[C@H]3[C@H](c2c(c1C(=O)O)O)C=C(CC3)C,C20H26O4,330.42,24,6,0.55,3,4,2,95.25,66.76,2.11,5.96,4.65,3.43,4.08,4.05,-5.63,7.74E-04,2.34E-06,Moderately soluble,-7.14,2.41E-05,7.28E-08,Poorly soluble,-4.49,1.08E-02,3.27E-05,Moderately soluble,High,Yes,No,No,No,Yes,No,Yes,-4.08,0,0,0,0,1,0.85,0,1,1,4.2
Phyllanthus emblica,Catechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.33,0.36,1.22,0.24,0.98,0.83,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Phyllanthus emblica,Epicatechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.47,0.36,1.22,0.24,0.98,0.85,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Phyllanthus emblica,Epigallocatechin gallate,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,C22H18O11,458.37,33,18,0.14,4,11,8,112.06,197.37,1.53,1.17,1.91,-0.18,0.57,1,-3.56,1.27E-01,2.76E-04,Soluble,-4.91,5.64E-03,1.23E-05,Moderately soluble,-2.5,1.46E+00,3.18E-03,Soluble,Low,No,No,No,No,No,No,No,-8.27,2,0,1,1,3,0.17,1,1,1,4.2
Phyllanthus emblica,Eriodictyol,Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc(c(c1)O)O,C15H12O6,288.25,21,12,0.13,1,6,4,73.59,107.22,1.62,2.02,1.89,0.16,1.56,1.45,-3.26,1.60E-01,5.54E-04,Soluble,-3.9,3.64E-02,1.26E-04,Soluble,-2.84,4.19E-01,1.45E-03,Soluble,High,No,Yes,No,No,No,No,Yes,-6.62,0,0,0,0,0,0.55,1,1,0,3.11
Phyllanthus emblica,Naringenin,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,C15H12O5,272.25,20,12,0.13,1,5,3,71.57,86.99,1.75,2.52,2.19,0.71,2.05,1.84,-3.49,8.74E-02,3.21E-04,Soluble,-3.99,2.77E-02,1.02E-04,Soluble,-3.42,1.04E-01,3.82E-04,Soluble,High,No,Yes,Yes,No,No,No,Yes,-6.17,0,0,0,0,0,0.55,0,0,0,3.01
Phyllanthus emblica,Naringenin 7-O-beta-D-glucoside,OC[C@H]1O[C@@H](Oc2cc3O[C@@H](CC(=O)c3c(c2)O)c2ccc(cc2)O)[C@@H]([C@H]([C@H]1O)O)O,C21H22O10,434.39,31,12,0.38,4,10,6,103.69,166.14,1.69,0.65,-0.34,-1.42,-0.11,0.09,-2.97,4.71E-01,1.08E-03,Soluble,-3.71,8.38E-02,1.93E-04,Soluble,-1.71,8.55E+00,1.97E-02,Soluble,Low,No,Yes,No,No,No,No,No,-8.49,1,0,1,1,2,0.55,0,0,1,4.98
Phyllanthus emblica,Tuberonic acid glucoside,OC[C@@H]1O[C@@H](OCC/C=C\C[C@@H]2[C@H](CCC2=O)CC(=O)O)[C@@H]([C@H]([C@@H]1O)O)O,C18H28O9,388.41,27,0,0.78,9,9,5,92.73,153.75,1.4,-1.22,-0.79,-1.26,0,-0.37,-0.89,5.06E+01,1.30E-01,Very soluble,-1.51,1.19E+01,3.06E-02,Very soluble,0.47,1.14E+03,2.94E+00,Soluble,Low,No,Yes,No,No,No,No,No,-9.54,0,1,1,1,1,0.11,0,1,2,5.57
Phyllanthus emblica,Gallic acid,OC(=O)c1cc(O)c(c(c1)O)O,C7H6O5,170.12,12,6,0,1,5,4,39.47,97.99,0.21,0.7,0.5,-0.16,-0.2,0.21,-1.64,3.90E+00,2.29E-02,Very soluble,-2.34,7.86E-01,4.62E-03,Soluble,-0.04,1.55E+02,9.10E-01,Soluble,High,No,No,No,No,No,No,Yes,-6.84,0,2,0,0,1,0.56,1,1,1,1.22
Phyllanthus emblica,Protocatechuic acid,OC(=O)c1ccc(c(c1)O)O,C7H6O4,154.12,11,6,0,1,4,3,37.45,77.76,0.66,1.15,0.8,0.4,0.26,0.65,-1.86,2.14E+00,1.39E-02,Very soluble,-2.38,6.46E-01,4.19E-03,Soluble,-0.6,3.83E+01,2.48E-01,Soluble,High,No,No,No,No,No,No,Yes,-6.42,0,3,0,0,1,0.56,1,1,1,1.07
Phyllanthus emblica,Pyrogallol,Oc1c(O)cccc1O,C6H6O3,126.11,9,6,0,0,3,3,32.51,60.69,0.97,0.52,0.8,0.18,0.43,0.58,-1.44,4.55E+00,3.61E-02,Very soluble,-1.37,5.44E+00,4.31E-02,Very soluble,-0.63,2.96E+01,2.34E-01,Soluble,High,Yes,No,No,No,No,No,Yes,-6.7,0,3,0,0,1,0.55,1,1,1,1
Phyllanthus emblica,Lupeol,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C,C30H50O,426.72,31,0,0.93,1,1,1,135.14,20.23,4.72,9.87,8.02,6.92,6.82,7.27,-8.64,9.83E-07,2.30E-09,Poorly soluble,-10.22,2.58E-08,6.05E-11,Insoluble,-6.74,7.69E-05,1.80E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-1.9,1,3,0,1,2,0.55,0,1,2,5.49
Phyllanthus emblica,Kaempferol,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.7,1.9,2.28,-0.03,2.03,1.58,-3.31,1.40E-01,4.90E-04,Soluble,-3.86,3.98E-02,1.39E-04,Soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.7,0,0,0,0,0,0.55,0,0,0,3.14
Phyllanthus emblica,Quercetin,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,C15H10O7,302.24,22,16,0,1,7,5,78.03,131.36,1.63,1.54,1.99,-0.56,1.54,1.23,-3.16,2.11E-01,6.98E-04,Soluble,-3.91,3.74E-02,1.24E-04,Soluble,-3.24,1.73E-01,5.73E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-7.05,0,0,0,0,0,0.55,1,1,0,3.23
Phyllanthus emblica,Kaempferol 3-O-rhamnoside,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)O,C21H20O10,432.38,31,16,0.29,3,10,6,106.97,170.05,2.09,1.22,0.78,-1.34,0.48,0.65,-3.47,1.45E-01,3.36E-04,Soluble,-4.39,1.77E-02,4.09E-05,Moderately soluble,-2.67,9.14E-01,2.11E-03,Soluble,Low,No,No,No,No,No,No,No,-8.07,1,0,1,1,2,0.55,0,0,1,5.25
Phyllanthus emblica,Quercetin-3-O-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@@H]([C@@H]1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,1.64,0.36,-0.54,-2.59,-0.59,-0.34,-3.04,4.23E-01,9.10E-04,Soluble,-4.35,2.10E-02,4.51E-05,Moderately soluble,-1.51,1.43E+01,3.08E-02,Soluble,Low,No,No,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.32
